"","ID1","CMODE6","CMODE5","MC","AGE","AGE2","RACE","GEND","EDUC","STUD","HHSIZE","HHMEMEMP","HHMEMSTU","HHMEM16L","HHMEM65P","HHINC","DISAB","DLIC","HHVEHBIKE","HHVEHAUTO","TPASS","VSHMEMAUTO","VSHMEMBIKE","HTYPE","HTEN","HDUR","WSELF","WDAYS1","WFLEX","TYPSAT","TYPSATTT","TTIDEAL","TPORT","DAYTempMax","DAYTempMin","DAYTempFrz","DAYTempAvgDev","DAYWeatherRAIN","DAYWeatherMIST","DAYWeatherFOG","DAYWeatherSNOW","DAYPrecip","DAYPrecipTrace","DAYPrecipTenth","DAYPrecipQuart","DAYPrecipHalf","AV_W","GDIST_W","GTT_W","GCO_W","TAUSE3_W","TELIKE3_W","AV_B","GDIST_B","GTT_B","GCO_B","TAUSE3_B","TELIKE3_B","AV_D","GDIST_D","GTT_D","GCO_D","TAUSE3_D","TELIKE3_D","AV_P","GDIST_P","GTT_P","GCO_P","TAUSE3_P","TELIKE3_P","AV_T","GDIST_T","GTT_T","GCO_T","TAUSE3_T","TELIKE3_T"
"15",10015,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","Grad deg","No",7,0,0,5,0,"75-100k","No","Yes",2,2,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very dissatisfied","Very dissatisfied",30,"Yes",61,48,0,2.6,1,1,0,0,0.1,1,1,0,0,0,18.2956533842361,363.45,0,NA,NA,0,21.1409120734908,110.05,0,NA,NA,1,18.5429591187465,31.6166666666667,2.31786988984331,"Neither","Liked",1,18.5429591187465,30.6166666666667,1.15893494492166,"Useful","Liked",0,22.8913147220234,76.4,2.5,NA,NA
"16",10016,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",1,2,"No","No","No","SF","Rented","0-5 years","No",5,"Very flexible","Somewhat satsified","Somewhat satsified",15,"Yes",56,48,0,2.7,1,1,0,0,0.09,1,0,0,0,0,6.93450250536865,147.333333333333,0,NA,NA,0,11.7637994114372,67.0166666666667,0,NA,NA,1,9.836305973117,24.25,1.22953824663962,"Neither","Liked",0,9.836305973117,23.25,0.614769123319812,NA,NA,1,10.1973226358069,73.6833333333333,7,"Wasted","Disliked"
"17",10017,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","HS-col","No",3,0,0,1,0,"75-100k","No","Yes",2,2,"No","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",10,"No",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,7.76030481985206,162.533333333333,0,NA,NA,1,11.5419698958085,65.5666666666667,0,"Useful","Liked",1,9.29695577825499,24.75,1.16211947228187,"Useful","Liked",1,9.29695577825499,23.75,0.581059736140937,"Useful","Neither",0,9.38767597232164,65.9333333333333,2.5,NA,NA
"18",10018,"Bicycling","Bike","B","55-64","55+","White-alone","Male","HS-col","No",1,0,0,0,0,"75-100k","No","Yes",3,1,"No","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"No",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,0,4.21165394098465,83.6666666666667,0,NA,NA,1,4.21165394098465,23.5,0,"Useful","Liked",1,5.52709675495109,20.55,0.690887094368886,"Wasted","Disliked",0,5.52709675495109,19.55,0.345443547184443,NA,NA,0,4.00535870516185,44.1333333333333,2.5,NA,NA
"19",10019,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","UG deg","No",5,1,3,3,0,"100-150k","No","Yes",4,2,"No","No","No","SF","Rented","0-5 years","No",5,"Somewhat inflexible","Somewhat satsified","Neither satsfied nor dissatisfied",35,"No",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,0,7.94050246560089,161.7,0,NA,NA,1,10.6732929690607,59.5166666666667,0,"Useful","Liked",1,7.92496818579496,24.1333333333333,0.99062102322437,"Wasted","Disliked",0,7.92496818579496,23.1333333333333,0.495310511612185,NA,NA,1,9.43427881173944,59.1833333333333,2.5,"Wasted","Disliked"
"20",10020,"Bicycling","Bike","B","55-64","55+","White-alone","Male","UG deg","No",2,0,0,0,0,"150k+","No","Yes",6,2,"No","Yes","Yes","SF","Owned","0-5 years","No",2,"Somewhat flexible","Very dissatisfied","Very dissatisfied",45,"No",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,14.4077338344071,294.783333333333,0,NA,NA,1,17.426355086296,100.733333333333,0,"Useful","Liked",1,16.9926379941144,31.85,2.1240797492643,"Useful","Liked",0,16.9926379941144,30.85,1.06203987463215,NA,NA,0,15.4354817863676,78.2333333333333,2.5,NA,NA
"21",10021,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","UG deg","No",5,4,0,0,0,"0-50k","No","Yes",4,5,"No","No","No","SF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"No",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,8.6513511095204,175.816666666667,0,NA,NA,1,10.2992275113338,59.45,0,"Useful","Liked",1,9.16087548715501,33.4833333333333,1.14510943589438,"Wasted","Liked",0,9.16087548715501,32.4833333333333,0.572554717947188,NA,NA,0,13.381228624831,68.0833333333333,2.5,NA,NA
"22",10022,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Male","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",15,"No",56,48,0,2.7,1,1,0,0,0.09,1,0,0,0,0,11.6650013918715,242.8,0,NA,NA,1,12.2434979718444,91.7666666666667,0,"Useful","Liked",1,13.9559969776505,25.7833333333333,1.74449962220632,"Wasted","Neither",0,13.9559969776505,24.7833333333333,0.872249811103158,NA,NA,1,14.9073162729659,77.2833333333333,2.5,"Useful","Liked"
"23",10023,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","HS-col","No",2,1,0,0,0,"50-75k","No","Yes",5,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Neither satsfied nor dissatisfied","Somewhat dissatisfied",10,"Yes",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,0,9.16522508550068,185.316666666667,0,NA,NA,0,12.0608148413267,64.05,0,NA,NA,1,8.63519545852223,17.7833333333333,1.07939943231528,"Wasted","Disliked",1,8.63519545852223,16.7833333333333,0.539699716157639,"Useful","Liked",1,10.3290533285612,71.55,2.5,"Useful","Neither"
"24",10024,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",4,1,"No","Yes","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Somewhat satsified",0,"No",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,4.02897081046687,81.35,0,NA,NA,1,4.66401216893343,29.2333333333333,0,"Useful","Liked",1,4.23402330390519,15.0666666666667,0.529252912988149,"Wasted","Neither",0,4.23402330390519,14.0666666666667,0.264626456494075,NA,NA,0,6.09068042631035,48.4166666666667,2.5,NA,NA
"25",10025,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","UG deg","No",4,1,2,2,0,"75-100k","No","Yes",5,2,"No","No","Yes","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",63,52,0,4.8,1,1,0,0,0.48,1,1,1,0,0,3.10499184760996,63.4666666666667,0,NA,NA,1,3.35291895331265,23.4333333333333,0,"Useful","Liked",1,3.92271633659429,14.55,0.490339542074286,"Neither","Neither",0,3.92271633659429,13.55,0.245169771037143,NA,NA,0,4.63294360932156,41.3333333333333,2.5,NA,NA
"26",10026,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,1,0,2,0,"150k+","No","Yes",6,2,"No","Yes","Yes","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"No",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,7.78888789469498,155.783333333333,0,NA,NA,0,8.35557842201543,45.8833333333333,0,NA,NA,1,7.93863835202418,20.0333333333333,0.992329794003022,"Useful","Liked",1,7.93863835202418,19.0333333333333,0.496164897001511,"Useful","Neither",1,8.29592678756065,49.1333333333333,2.5,"Useful","Liked"
"27",10027,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",5,0,3,3,0,"75-100k","No","Yes",7,2,"No","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"Yes",61,48,0,2.6,1,1,0,0,0.1,1,1,0,0,0,22.8005945279567,454.883333333333,0,NA,NA,1,26.1435715421936,136.95,0,"Useful","Liked",1,23.6450379782073,48.45,2.95562974727591,"Wasted","Disliked",1,23.6450379782073,47.45,1.47781487363795,"Wasted","Disliked",0,29.4300037779368,84.4833333333333,2.5,NA,NA
"28",10028,"Automobile, driver","AutoD","D","18-34","18-34","Non-white/multiple","Male","UG deg","Yes",7,5,2,1,0,"50-75k","No","Yes",2,5,"No","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",8,"Yes",61,48,0,2.6,1,1,0,0,0.1,1,1,0,0,0,18.6958164320369,376.233333333333,0,NA,NA,0,20.7966724329913,121.2,0,NA,NA,1,22.2040781834089,34.4,2.77550977292611,"Neither","Neither",1,22.2040781834089,33.4,1.38775488646306,"Neither","Neither",0,23.3157112463215,89.4833333333333,2.5,NA,NA
"29",10029,"Automobile, driver","AutoD","D","45-54","45-54","Non-white/multiple","Male","UG deg","No",2,0,0,0,0,"100-150k","No","Yes",4,2,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",0,"Yes",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,0,11.7227889127495,238.5,0,NA,NA,1,14.643233516265,83.2333333333333,0,"Useful","Liked",1,11.6823997852541,31.5166666666667,1.46029997315676,"Wasted","Disliked",0,11.6823997852541,30.5166666666667,0.730149986578382,NA,NA,1,16.101591704446,79.0166666666667,2.5,"Neither","Disliked"
"30",10030,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","UG deg","No",2,0,0,0,0,"75-100k","No",NA,1,2,"No","Yes","No","SF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",56,48,0,2.7,1,1,0,0,0.09,1,0,0,0,0,16.2730901535035,336.816666666667,0,NA,NA,1,17.2306231607413,121.833333333333,0,"Useful","Liked",1,18.2459436888571,40.2666666666667,2.28074296110713,"Wasted","Neither",0,18.2459436888571,39.2666666666667,1.14037148055357,NA,NA,0,18.9549282191999,86.1833333333333,2.5,NA,NA
"31",10031,"Bicycling","Bike","B","45-54","45-54","White-alone","Male","HS-col","No",2,1,0,0,0,"100-150k","No","Yes",2,2,"No","No","Yes","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,1,3.23734391155651,64.0333333333333,0,"Useful","Liked",1,3.2771116678597,17.9333333333333,0,"Useful","Liked",1,4.59255448182614,17.7666666666667,0.574069310228267,"Neither","Liked",0,4.59255448182614,16.7666666666667,0.287034655114133,NA,NA,0,3.05776763699992,45.9666666666667,2.5,NA,NA
"32",10032,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,0,0,2,0,"75-100k","No","Yes",6,3,"No","No","No","SF",NA,"5+ years","No",5,"Somewhat flexible","Very dissatisfied","Very dissatisfied",10,"Yes",58,45,0,0.8,1,1,0,0,0.1,1,1,0,0,0,13.7273323789072,279.116666666667,0,NA,NA,1,17.2206812216655,111.683333333333,0,"Useful","Liked",1,14.3859858426788,27.6333333333333,1.79824823033484,"Wasted","Disliked",0,14.3859858426788,26.6333333333333,0.899124115167422,NA,NA,0,17.3151296428855,84.3833333333333,2.5,NA,NA
"33",10033,"Public transit","Tran","T","18-34","18-34","White-alone","Male","UG deg","No",3,0,1,1,0,"50-75k","No","Yes",2,1,"Yes","Yes","Yes","MF","Rented","0-5 years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",10,"No",56,48,0,2.7,1,1,0,0,0.09,1,0,0,0,0,14.6711952199157,309.583333333333,0,NA,NA,0,15.1701562872823,113.216666666667,0,NA,NA,1,14.9290642646942,40.2666666666667,1.86613303308677,"Wasted","Disliked",1,14.9290642646942,39.2666666666667,0.933066516543387,"Wasted","Disliked",1,19.1500387735624,102.983333333333,1,"Useful","Disliked"
"34",10034,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",3,2,"Yes","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Somewhat dissatisfied",15,"No",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,9.26402310506641,188.433333333333,0,NA,NA,1,10.4210162650123,58.45,0,"Useful","Liked",1,13.3122564224926,24.4833333333333,1.66403205281158,"Wasted","Neither",0,13.3122564224926,23.4833333333333,0.83201602640579,NA,NA,0,13.4272100930565,60.8166666666667,1,NA,NA
"35",10035,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","HS-col","No",1,0,0,0,0,"50-75k","No","Yes",1,1,"No","No","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",15,"No",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,14.3592668814125,287.383333333333,0,NA,NA,0,18.1285045335242,95.2333333333333,0,NA,NA,1,16.203496579973,26.0333333333333,2.02543707249662,"Useful","Neither",1,16.203496579973,25.0333333333333,1.01271853624831,"Useful","Neither",1,20.7687107293407,84.3166666666667,2.5,"Useful","Neither"
"36",10036,"Automobile, passenger","AutoP","P","55-64","55+","White-alone","Female","UG deg","No",1,0,0,0,0,"75-100k","No","Yes",1,1,"No","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",61,48,0,2.6,1,0,0,0,0.07,1,0,0,0,0,5.28538336117076,109.066666666667,0,NA,NA,1,8.84335480792174,48.7666666666667,0,"Useful","Liked",0,6.14411834884276,18.9166666666667,0.768014793605345,NA,NA,1,6.14411834884276,17.9166666666667,0.384007396802672,"Neither","Disliked",0,6.98110534478645,61.9,2.5,NA,NA
"37",10037,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Male","Grad deg","No",1,0,0,0,0,"75-100k","No","Yes",4,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",25,"Yes",62,49,0,3.6,1,0,0,0,0.07,1,0,0,0,0,7.06561182693072,146.2,0,NA,NA,1,7.78888789469498,47.5,0,"Useful","Liked",1,7.37878290781834,20.9166666666667,0.922347863477293,"Wasted","Liked",0,7.37878290781834,19.9166666666667,0.461173931738646,NA,NA,0,9.25843076433628,67.1,2.5,NA,NA
"38",10038,"Automobile, driver","AutoD","D","65+","55+","White-alone","Male","HS-col","No",2,0,0,0,0,"75-100k","No","Yes",0,0,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",5,"Yes",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,10.619233675336,219.9,0,NA,NA,1,11.8253151594687,70.7,0,"Useful","Liked",1,11.1442923327766,27.7333333333333,1.39303654159707,"Neither","Neither",0,11.1442923327766,26.7333333333333,0.696518270798537,NA,NA,0,13.0282897876402,73.7333333333333,2.5,NA,NA
"39",10039,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","Grad deg","No",2,1,0,0,0,"75-100k","No","Yes",4,2,"No","Yes","No","MF","Owned","0-5 years","No",5,"Very flexible","Somewhat dissatisfied","Somewhat satsified",15,"Yes",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,4.59503996659508,94.6166666666667,0,NA,NA,1,5.90426906863915,37.8833333333333,0,"Useful","Liked",1,4.98588244651237,13.3333333333333,0.623235305814046,"Wasted","Disliked",0,4.98588244651237,12.3333333333333,0.311617652907023,NA,NA,0,6.74746977650521,53.7,2.5,NA,NA
"41",10041,"Bicycling","Bike","B","55-64","55+","White-alone","Male","UG deg","No",2,1,0,0,0,"100-150k","No","Yes",4,3,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",15,"No",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,9.34915095840293,188.766666666667,0,NA,NA,1,11.3978117792094,65.9,0,"Useful","Liked",1,9.68531277340333,17.1666666666667,1.21066409667542,"Wasted","Liked",0,9.68531277340333,16.1666666666667,0.605332048337708,NA,NA,0,10.0202318460192,57.6666666666667,2.5,NA,NA
"42",10042,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","Grad deg","No",3,2,0,0,0,"100-150k","No","Yes",8,2,"No","No","No","SF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",62,50,0,4.9,1,0,0,0,0.01,1,0,0,0,0,2.5314662371749,51.1833333333333,0,NA,NA,1,4.57142786129007,25.8666666666667,0,"Useful","Liked",1,2.74397518492007,11.55,0.342996898115008,"Wasted","Neither",0,2.74397518492007,10.55,0.171498449057504,NA,NA,0,3.46041616956971,28.0833333333333,2.5,NA,NA
"43",10043,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","Grad deg","No",4,1,2,2,0,"150k+","No","Yes",4,2,"No","No","Yes","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"Yes",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,11.1492633023145,225.216666666667,0,NA,NA,1,13.2252644555794,76.5166666666667,0,"Useful","Neither",1,11.2269347013441,21.6166666666667,1.40336683766802,"Neither","Liked",1,11.2269347013441,20.6166666666667,0.701683418834009,"Useful","Neither",0,11.1865455738487,62.8166666666667,2.5,NA,NA
"44",10044,"Automobile, driver","AutoD","D","65+","55+","White-alone","Male","UG deg","No",1,0,0,0,0,"75-100k","No","Yes",4,4,"No","No","No","SF","Owned","5+ years","No",5,"Very flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",15,"No",62,50,0,4.9,1,0,0,0,0.01,1,0,0,0,0,3.43618269307246,70.6333333333333,0,NA,NA,0,3.50577626660304,21.9333333333333,0,NA,NA,1,5.89370575837111,19.7666666666667,0.736713219796389,"Useful","Liked",1,5.89370575837111,18.7666666666667,0.368356609898195,"Neither","Neither",0,4.17499304064265,49.35,2.5,NA,NA
"45",10045,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,1,2,2,0,"150k+","No","Yes",4,2,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"Yes",60,50,0,6,1,0,0,0,0.01,1,0,0,0,0,10.0376302394019,210.766666666667,0,NA,NA,0,12.9922502584904,93.3,0,NA,NA,1,11.2051867096158,36.4333333333333,1.40064833870198,"Wasted","Disliked",0,11.2051867096158,35.4333333333333,0.70032416935099,NA,NA,1,12.1565060049312,68,2.5,"Neither","Disliked"
"46",10046,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,1,0,2,0,"100-150k","No","Yes",7,2,"No","Yes","Yes","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Somewhat satsified",10,"Yes",62,50,0,4.9,1,0,0,0,0.01,1,0,0,0,0,2.70855702696254,56.5666666666667,0,NA,NA,1,3.18949832975423,22.0166666666667,0,"Useful","Liked",1,3.08697208303508,15.3833333333333,0.385871510379384,"Useful","Liked",0,3.08697208303508,14.3833333333333,0.192935755189692,NA,NA,0,2.82848166706434,33.65,2.5,NA,NA
"47",10047,"Bicycling","Bike","B","55-64","55+","White-alone","Male","Grad deg","No",4,1,2,2,0,"100-150k","No","Yes",6,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Somewhat satsified",35,"No",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,0,3.42064841326652,69,0,NA,NA,1,4.15883738964448,24.7333333333333,0,"Useful","Liked",0,4.27006283305496,20.1,5.53375785413187,NA,NA,0,4.27006283305496,16.6,2.76687892706593,NA,NA,1,4.1675365863358,34.65,2.5,"Neither","Neither"
"48",10048,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",2,0,0,0,0,"100-150k","No","Yes",6,3,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",15,"Yes",61,48,0,2.6,1,1,0,0,0.1,1,1,0,0,0,16.5558140459715,334.983333333333,0,NA,NA,0,17.7072148651873,97.1833333333333,0,NA,NA,1,19.1866996739044,28.2333333333333,2.39833745923805,"Wasted","Liked",1,19.1866996739044,27.2333333333333,1.19916872961902,"Neither","Disliked",0,17.9750258490416,85.7333333333333,2.5,NA,NA
"49",10049,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","UG deg","No",4,0,0,0,0,"100-150k","No","Yes",3,4,"Yes","No","Yes","SF","Owned","0-5 years","No",5,"Somewhat inflexible","Very dissatisfied","Very dissatisfied",5,"Yes",60,50,0,6,1,0,0,0,0.01,1,0,0,0,0,14.7501093613298,304.8,0,NA,NA,0,16.5663773562396,110.4,0,NA,NA,1,15.5908245844269,48.3,1.94885307305337,"Wasted","Liked",0,15.5908245844269,47.3,0.974426536526684,NA,NA,1,17.7799152946791,95.3666666666667,2.5,"Useful","Liked"
"50",10050,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","HS-col","No",4,1,1,2,0,"50-75k","No","Yes",3,1,"No","Yes","Yes","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",5,"No",62,50,0,4.9,1,0,0,0,0.01,1,0,0,0,0,2.88316233198123,59.05,0,NA,NA,1,3.43059035234232,19.9333333333333,0,"Useful","Liked",1,3.52193191760121,17.3833333333333,0.440241489700151,"Wasted","Disliked",0,3.52193191760121,16.3833333333333,0.220120744850076,NA,NA,1,3.48278553249026,34.1333333333333,2.5,"Neither","Liked"
"51",10051,"Public transit","Tran","T","35-44","35-44","Non-white/multiple","Male","Grad deg","No",4,1,2,2,0,"150k+","No","Yes",5,0,"Yes","No","No","MF","Rented","0-5 years","No",5,"Very flexible","Somewhat satsified","Somewhat satsified",15,"No",63,49,0,3.9,1,0,0,0,0.005,1,0,0,0,1,1.37074485007556,29,0,"Useful","Liked",1,1.44282390837509,11.5166666666667,0,"Useful","Liked",0,1.44158116599061,16.95,5.18019764574883,NA,NA,0,1.44158116599061,13.45,2.59009882287441,NA,NA,1,1.99770838304303,25.2666666666667,1,"Useful","Liked"
"52",10052,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","Grad deg","No",2,1,1,0,0,"150k+","No","Yes",6,2,"No","Yes","Yes","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",25,"No",62,53,0,7.1,1,1,0,0,0.73,1,1,1,1,0,1.73548973991887,35.7333333333333,0,NA,NA,1,3.73257675176967,19.4333333333333,0,"Useful","Liked",1,2.3083939791617,10.3166666666667,0.288549247395212,"Neither","Neither",0,2.3083939791617,9.31666666666667,0.144274623697606,NA,NA,0,2.36121053050187,25.5,2.5,NA,NA
"53",10053,"Automobile, driver","AutoD","D","45-54","45-54","Non-white/multiple","Male","Grad deg","No",3,0,0,1,0,"75-100k","No","Yes",3,2,"No","Yes","No","SF","Owned","0-5 years","No",5,"Neither flexible nor inflexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",63,54,0,6.2,1,1,0,0,0.67,1,1,1,1,0,6.03040742066333,122.95,0,NA,NA,1,6.96929929213394,41.65,0,"Useful","Neither",1,6.5393104271057,23.15,0.817413803388213,"Wasted","Neither",0,6.5393104271057,22.15,0.408706901694106,NA,NA,1,8.45561918396564,64.65,2.5,"Neither","Liked"
"54",10054,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","Grad deg","No",4,0,2,0,0,"Missing","No","Yes",4,3,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"Yes",61,51,0,7.2,1,1,0,0,0.84,1,1,1,1,0,16.0835719398712,332.066666666667,0,NA,NA,1,20.2567008669371,120.183333333333,0,"Useful","Liked",1,17.4580450171001,49.8166666666667,2.18225562713752,"Useful","Liked",0,17.4580450171001,48.8166666666667,1.09112781356876,NA,NA,1,19.1711653940985,103.166666666667,2.5,"Wasted","Neither"
"55",10055,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Male","Grad deg","No",6,2,2,2,0,"75-100k","No","Yes",5,3,"No","Yes","Yes","SF","Owned","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",5,"Yes",58,53,0,5.4,1,0,0,0,0.2,1,1,0,0,0,12.582766642806,254.683333333333,0,NA,NA,1,14.6370198043426,84.2166666666667,0,"Useful","Neither",1,15.2571482541955,28.0833333333333,1.90714353177444,"Useful","Liked",1,15.2571482541955,27.0833333333333,0.953571765887219,"Useful","Liked",0,15.4584725204804,81.7666666666667,2.5,NA,NA
"57",10057,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","Grad deg","No",2,1,0,0,0,"100-150k","No","Yes",0,1,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",58,48,0,2.6,1,0,0,0,0.27,1,1,1,0,1,2.89869661178716,64.6833333333333,0,"Useful","Liked",0,3.89226914817466,30.6666666666667,0,NA,NA,1,3.18142050425515,12.6666666666667,0.397677563031894,"Wasted","Neither",0,3.18142050425515,11.6666666666667,0.198838781515947,NA,NA,0,4.69445935735306,23.8166666666667,2.5,NA,NA
"58",10058,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","Grad deg","No",3,0,0,1,0,"150k+","No","Yes",4,2,"Yes","No","No","SF","Owned","0-5 years","No",5,"Neither flexible nor inflexible","Somewhat dissatisfied","Somewhat dissatisfied",0,"Yes",59,53,0,4.4,1,0,0,0,0.16,1,1,0,0,0,11.6339328322596,246.383333333333,0,NA,NA,1,14.2890519366897,87.4,0,"Useful","Liked",1,12.7381094408653,34.85,1.59226368010817,"Useful","Disliked",0,12.7381094408653,33.85,0.796131840054084,NA,NA,0,13.8112174898592,79.3,1,NA,NA
"59",10059,"Public transit","Tran","T","35-44","35-44","Non-white/multiple","Female","UG deg","No",2,1,0,0,0,"150k+","No","Yes",8,2,"Yes","Yes","Yes","SF","Owned","0-5 years","No",4,"Somewhat flexible","Very satisfied","Somewhat satsified",15,"Yes",61,51,0,7.2,1,1,0,0,0.84,1,1,1,1,0,9.76174143004852,195.166666666667,0,NA,NA,1,10.1842738407699,55.8166666666667,0,"Useful","Liked",0,9.81020838304303,28.3166666666667,1.22627604788038,NA,NA,0,9.81020838304303,27.3166666666667,0.613138023940189,NA,NA,1,10.6701861130995,42.2,1,"Useful","Liked"
